,name,album,artists,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,year,minmax_duration,minmax_tempo
1268,Faeries Dance,0.45297297297297295,0.8848744641763625,0.0,0.2948453608247423,0.415,0.18181818181818182,-3.417674907943188,1.0,0.04064449064449065,0.8453815261044177,0.00165,0.0772,0.5518292682926829,0.8,0.9910891089108911,0.0185056796266057,0.4721981669914122
1269,The Armour,0.45297297297297295,0.8848744641763625,0.0,0.07670103092783505,0.124,0.5454545454545454,-4.676486059968438,0.0,0.04054054054054054,0.9497991967871485,0.816,0.267,0.03221544715447154,0.6,0.9910891089108911,0.022626495893803,0.3284080248249982
1270,Oona / The Jewels,0.45297297297297295,0.8848744641763625,0.0,0.22268041237113403,0.207,0.8181818181818182,-5.100736454497633,0.0,0.04095634095634096,0.9387550200803213,0.684,0.109,0.03434959349593496,0.8,0.9910891089108911,0.0662563360482221,0.5179737677708017
1271,Dress Waltz,0.45297297297297295,0.8848744641763625,0.0,0.19793814432989693,0.278,0.7272727272727273,-4.33087848500789,1.0,0.040852390852390855,0.9608433734939759,0.843,0.3339999999999999,0.06371951219512195,0.8,0.9910891089108911,0.0277298590686122,0.4204779172981164
1272,Darkness Fails,0.45297297297297295,0.8848744641763625,0.0,0.20721649484536084,0.3,0.8181818181818182,-4.369542346133613,1.0,0.0445945945945946,0.9497991967871485,0.902,0.0637,0.033130081300813005,0.8,0.9910891089108911,0.0740048780447514,0.5545347116980588
1273,The Ring,0.45297297297297295,0.8848744641763625,0.0,0.07845360824742269,0.206,0.6363636363636364,-4.852972119936876,1.0,0.041372141372141374,0.9327309236947792,0.931,0.0861,0.03475609756097561,0.6,0.9910891089108911,0.0642653074877904,0.2846034495200981
1274,Reunited,0.45297297297297295,0.8848744641763625,0.0,0.11030927835051546,0.212,0.2727272727272727,-4.593371909521305,1.0,0.03804573804573805,0.967871485943775,0.746,0.153,0.08790650406504065,0.8,0.9910891089108911,0.0525522184531493,0.3454797214404272
1275,Halloween,0.34378378378378377,0.8756889161053276,0.0,0.5628865979381444,0.888,0.7272727272727273,-1.1891109942135718,1.0,0.10498960498960488,0.12751004016064257,8.23e-06,0.3339999999999999,0.9095528455284553,0.8,0.9935643564356436,0.0284786628904356,0.4747600490726709
1276,Psycho,0.34378378378378377,0.8756889161053276,0.0,0.5371134020618556,0.3329999999999999,1.0,-2.106259863229879,1.0,0.034823284823284825,0.9578313253012047,0.741,0.1119999999999999,0.12195121951219512,0.8,0.9935643564356436,0.0289367332627974,0.6847486829761132
1277,Exorcist Theme (Tubular Bells),0.34378378378378377,0.8756889161053276,0.0,0.643298969072165,0.738,0.8181818181818182,-2.1664913203577063,0.0,0.0420997920997921,0.4879518072289157,0.947,0.3339999999999999,0.858739837398374,0.2,0.9935643564356436,0.0430264030573265,0.6670139640614852
1278,Theme From Jaws,0.34378378378378377,0.8756889161053276,0.0,0.6175257731958763,0.392,0.8181818181818182,-4.241451867438189,1.0,0.05488565488565489,0.8795180722891566,0.917,0.124,0.16971544715447145,0.8,0.9935643564356436,0.0223159397091509,0.5409540304539222
1279,The X-files Theme,0.34378378378378377,0.8756889161053276,0.0,0.42577319587628865,0.461,0.8181818181818182,-2.8524460810099947,0.0,0.032744282744282746,0.8453815261044177,0.8540000000000001,0.207,0.38109756097560976,0.6,0.9935643564356436,0.021232296852067,0.39987912246518
1280,The Silence Of The Lambs,0.34378378378378377,0.8756889161053276,0.0,0.23195876288659795,0.254,0.45454545454545453,-2.742766964755392,1.0,0.03461538461538462,0.8965863453815262,0.799,0.246,0.10975609756097561,0.8,0.9935643564356436,0.0440571852872355,0.5836039546799452
1281,The Prince Of Darkness,0.34378378378378377,0.8756889161053276,0.0,0.8463917525773196,0.412,0.7272727272727273,-2.9679116254602844,1.0,0.07141372141372142,0.19377510040160642,0.828,0.105,0.10060975609756098,0.8,0.9935643564356436,0.0368747475698565,0.4825855163455294
1282,Christine,0.34378378378378377,0.8756889161053276,0.0,0.520618556701031,0.379,0.36363636363636365,-1.9637033140452393,0.0,0.03253638253638254,0.19678714859437751,0.882,0.131,0.040040650406504064,0.8,0.9935643564356436,0.0424602987781761,0.5230659594428808
1283,Scream,0.34378378378378377,0.8756889161053276,0.0,0.2556701030927835,0.3670000000000001,0.36363636363636365,-2.2496054708048394,0.0,0.03555093555093555,0.34337349397590367,0.8490000000000001,0.358,0.04573170731707317,0.8,0.9935643564356436,0.0339959908518077,0.3958378436891102
1284,Dracula,0.34378378378378377,0.8756889161053276,0.0,0.21958762886597938,0.608,0.09090909090909091,-2.667806417674908,1.0,0.03700623700623701,0.9367469879518073,0.935,0.0699,0.037500000000000006,0.6,0.9935643564356436,0.0291547833498935,0.3291161506819657
1285,Blade Runner,0.34378378378378377,0.8756889161053276,0.0,0.46288659793814435,0.701,0.09090909090909091,-2.402682798527091,0.0,0.03887733887733888,0.009046184738955724,0.748,0.1169999999999999,0.467479674796748,0.8,0.9935643564356436,0.0327294832625909,0.5320145053041784
1286,Poltergeist,0.34378378378378377,0.8756889161053276,0.0,0.2938144329896907,0.369,0.45454545454545453,-2.475802209363493,1.0,0.03284823284823285,0.6516064257028112,0.931,0.615,0.1910569105691057,0.8,0.9935643564356436,0.0336766796257798,0.5661398571119289
1287,Exorcist Ii: The Heretic,0.34378378378378377,0.8756889161053276,0.0,0.31237113402061856,0.904,0.8181818181818182,-2.350341925302472,1.0,0.16216216216216217,0.005261044176706827,0.065,0.105,0.2611788617886179,0.8,0.9935643564356436,0.0264017358108448,0.6848343797358736
1288,Friday The 13th,0.34378378378378377,0.8756889161053276,0.0,0.5979381443298969,0.947,0.6363636363636364,-1.692004208311415,1.0,0.04043659043659043,0.015963855421686747,0.866,0.161,0.9024390243902439,0.8,0.9935643564356436,0.0364188246604737,0.5789131846720069
1289,A Nightmare On Elm Street,0.34378378378378377,0.8756889161053276,0.0,0.30927835051546393,0.352,0.18181818181818182,-2.9550236717517095,1.0,0.03627858627858628,6.616465863453816e-05,0.299,0.0989,0.02815040650406504,0.8,0.9935643564356436,0.0351742872694264,0.6032555747997402
1290,The Shining,0.34378378378378377,0.8756889161053276,0.0,0.27835051546391754,0.291,0.2727272727272727,-3.9818516570226197,1.0,0.04002079002079002,0.6827309236947792,0.877,0.084,0.0722560975609756,0.6,0.9935643564356436,0.0312758160152833,0.2747618532149816
1291,Lola,0.48324324324324325,0.37783221065523576,0.0,0.7938144329896908,0.564,0.9090909090909091,-2.3805891635981062,1.0,0.18711018711018712,0.016666666666666666,0.0,0.145,0.4563008130081301,0.8,0.9995049504950495,0.0383373350479999,0.6396406148516995
1292,Nervous Laughter (Intro),0.44972972972972974,0.5927740355174526,0.0,0.48350515463917526,0.765,0.18181818181818182,-2.6896370331404524,1.0,0.03648648648648649,0.9166666666666667,0.7090000000000001,0.143,0.17784552845528454,0.6,0.9915841584158416,0.0263201322176437,0.4059410406292849
1293,Fex,0.44972972972972974,0.5927740355174526,0.0,0.822680412371134,0.889,0.5454545454545454,-1.7046291425565492,0.0,0.06954261954261955,0.14457831325301204,0.877,0.0938,0.5264227642276423,0.8,0.9915841584158416,0.0505677974711145,0.5727791008154723
1294,Just Us Now,0.44972972972972974,0.5927740355174526,0.0,0.8257731958762886,0.713,1.0,-2.766701735928459,0.0,0.1652806652806653,0.00012148594377510041,0.868,0.0795,0.600609756097561,0.8,0.9915841584158416,0.0457508728198088,0.5636501407231003
1295,The Crush,0.44972972972972974,0.5927740355174526,0.0,0.8278350515463917,0.603,1.0,-2.683061546554445,1.0,0.11122661122661123,0.0007469879518072289,0.841,0.0995,0.681910569105691,0.8,0.9915841584158416,0.0465327145336164,0.5638756585119434
1296,But for You,0.44972972972972974,0.5927740355174526,0.0,0.8298969072164949,0.733,0.0,-1.5960021041557073,1.0,0.10124740124740125,0.0025401606425702813,0.569,0.589,0.9359756097560976,0.8,0.9915841584158416,0.0516625080220131,0.5548774987371003
1297,In Unbending,0.44972972972972974,0.5927740355174526,0.0,0.9154639175257733,0.8640000000000001,0.36363636363636365,-1.7535507627564446,0.0,0.24844074844074843,0.0015461847389558233,0.884,0.132,0.926829268292683,0.8,0.9915841584158416,0.0451979836974522,0.5680747997402035
1298,Dog Days,0.44972972972972974,0.5927740355174526,0.0,0.875257731958763,0.843,0.6363636363636364,-1.3066806943713836,1.0,0.14864864864864863,0.0017570281124497991,0.556,0.1369999999999999,0.6463414634146342,0.8,0.9915841584158416,0.05817758032131,0.5726934040557119
1299,Huffing Stuff,0.44972972972972974,0.5927740355174526,0.0,0.7989690721649485,0.865,0.9090909090909091,-1.854550236717517,1.0,0.11122661122661123,0.002811244979919679,0.785,0.611,0.7774390243902439,0.8,0.9915841584158416,0.0524972103629955,0.5637764306848524
1300,Reason and Responsibility,0.44972972972972974,0.5927740355174526,0.0,0.8711340206185567,0.754,0.9090909090909091,-2.5762756443976853,0.0,0.1683991683991684,0.0005381526104417671,0.795,0.0847,0.5528455284552846,0.8,0.9915841584158416,0.0557261687360776,0.5637719203290755
1301,You're Fucking Crazy,0.44972972972972974,0.5927740355174526,0.0,0.8793814432989691,0.804,0.7272727272727273,-1.5815360336664912,0.0,0.13097713097713098,0.13453815261044177,0.758,0.108,0.5823170731707317,0.8,0.9915841584158416,0.0465834276978123,0.5638305549541748
1302,It's Over Now,0.44972972972972974,0.5927740355174526,0.0,0.8412371134020619,0.7609999999999999,0.09090909090909091,-1.933982114676486,1.0,0.11954261954261955,0.011445783132530122,0.7879999999999999,0.0579,0.38109756097560976,0.8,0.9915841584158416,0.0564617574011072,0.5592435231291044
1303,Machete (Outro),0.44972972972972974,0.5927740355174526,0.0,0.6752577319587629,0.995,0.09090909090909091,-2.7301420305102577,1.0,0.4584199584199584,0.7078313253012047,0.291,0.934,0.054776422764227645,1.0,0.9915841584158416,0.0043565416265049,0.4521631666305838
1304,Coffin Lids Rock'n'roll,0.6756756756756757,0.18248622167789344,0.0,0.23917525773195866,0.936,0.5454545454545454,0.5778537611783272,1.0,0.07681912681912681,0.82429718875502,0.982,0.2769999999999999,0.2723577235772358,0.8,0.9920792079207921,0.0132349795288961,0.4206673522407447
1305,One Foot In The Grave,0.6756756756756757,0.18248622167789344,0.0,0.2268041237113402,0.975,0.0,0.5807469752761705,1.0,0.05197505197505198,0.5562248995983935,0.938,0.3779999999999999,0.8302845528455285,0.8,0.9920792079207921,0.015798719946875,0.7289095763873854
1306,None Come Close,0.6756756756756757,0.18248622167789344,0.0,0.3453608247422681,0.982,0.9090909090909091,0.4829037348763809,1.0,0.04313929313929314,0.5421686746987953,0.8109999999999999,0.141,0.6270325203252033,0.8,0.9920792079207921,0.0333198703923497,0.4029010608356785
1307,Nite Of The Zombies,0.6756756756756757,0.18248622167789344,0.0,0.1154639175257731,0.994,0.18181818181818182,0.6083640189374014,0.0,0.07806652806652807,0.7479919678714859,0.631,0.336,0.061585365853658536,0.8,0.9920792079207921,0.0206531426055829,0.7469374684275095
1308,On The Loose,0.6756756756756757,0.18248622167789344,0.0,0.25876288659793817,0.965,0.18181818181818182,0.501841136244082,1.0,0.0445945945945946,0.3714859437751004,0.948,0.264,0.6270325203252033,0.8,0.9920792079207921,0.024326956194233,0.7254591542180847
1309,Supercharger,0.6756756756756757,0.18248622167789344,0.0,0.4123711340206186,0.934,0.18181818181818182,0.4431877958968964,1.0,0.03555093555093555,0.3704819277108434,0.851,0.294,0.8353658536585367,0.8,0.9920792079207921,0.0190364333613329,0.4061845998412354
1310,Be My Girl,0.6756756756756757,0.18248622167789344,0.0,0.3422680412371134,0.98,0.0,0.5910047343503418,1.0,0.05467775467775468,0.8504016064257028,0.6940000000000001,0.354,0.8323170731707318,0.8,0.9920792079207921,0.0275337791796856,0.3977457241827235
1311,Beer & Rock'n'Roll,0.6756756756756757,0.18248622167789344,0.0,0.4742268041237114,0.96,0.9090909090909091,0.42951078379800106,1.0,0.04553014553014553,0.7931726907630523,0.593,0.161,0.6524390243902439,0.8,0.9920792079207921,0.0258929522742871,0.412187883380241
1312,Pipeline,0.6756756756756757,0.18248622167789344,0.0,0.14123711340206174,0.977,0.0,-0.08442924776433457,1.0,0.05197505197505198,0.13755020080321276,0.97,0.0901,0.5752032520325204,0.8,0.9920792079207921,0.0201222236813957,0.7535496499963917
1313,Vampire Girl,0.6756756756756757,0.18248622167789344,0.0,0.4268041237113402,0.977,1.0,0.8790110468174646,0.0,0.04708939708939709,0.5813253012048193,0.7609999999999999,0.7440000000000001,0.7550813008130082,0.8,0.9920792079207921,0.0237983499224848,0.3673504366024392
1314,Eye On You,0.6756756756756757,0.18248622167789344,0.0,0.30618556701030925,0.958,0.18181818181818182,0.5673329826407154,1.0,0.04168399168399168,0.1997991967871485,0.915,0.1119999999999999,0.7306910569105692,0.8,0.9920792079207921,0.0309609649046732,0.3872456159341849
1315,Michelle,0.6756756756756757,0.18248622167789344,0.0,0.2804123711340206,0.974,0.6363636363636364,0.7048921620199895,1.0,0.03960498960498961,0.5060240963855421,0.928,0.451,0.8475609756097562,0.8,0.9920792079207921,0.0214833848311474,0.635062603738183
1316,She Lied,0.6756756756756757,0.18248622167789344,0.0,0.2938144329896907,0.966,1.0,0.3600736454497633,1.0,0.0656964656964657,0.6536144578313252,0.879,0.171,0.4735772357723578,0.8,0.9920792079207921,0.0204108096678783,0.3899337879771954
1317,Smokin' Monkey,0.6756756756756757,0.18248622167789344,0.0,0.27835051546391754,0.989,1.0,1.0,0.0,0.054261954261954265,0.8142570281124497,0.809,0.181,0.41666666666666663,0.8,0.9920792079207921,0.0340818893709667,0.3859466334704481
1318,Plug It In - Radio Edit,0.6356756756756756,0.11451316595223515,0.0,0.718556701030928,0.961,0.7272727272727273,-1.2756443976854286,1.0,0.0498960498960499,0.0028714859437751006,0.0069,0.0747,0.7327235772357723,0.8,0.9920792079207921,0.0328682424089248,0.5727069351230425
1319,Rendez-Vu - Roger's Secret Mix,0.6356756756756756,0.11451316595223515,0.0,0.7680412371134021,0.951,0.5454545454545454,-1.24118884797475,0.0,0.036382536382536385,0.0014558232931726907,0.8170000000000001,0.0481,0.9176829268292683,0.8,0.9920792079207921,0.0625362694107939,0.5659684635924082
1320,Trop précieux,0.9091891891891892,0.5266380894060012,0.0,0.3618556701030928,0.579,0.36363636363636365,-2.3329826407154126,1.0,0.07224532224532225,0.2389558232931727,3.5700000000000014e-05,0.0815,0.633130081300813,0.8,0.9876237623762376,0.0261770781453518,0.829179295662842
1321,C'est l'amour,0.9091891891891892,0.5266380894060012,0.0,0.2721649484536083,0.773,0.8181818181818182,-2.3392951078379802,1.0,0.06528066528066528,0.020080321285140562,3.02e-05,0.218,0.5315040650406504,0.8,0.9876237623762376,0.0217058950336614,0.7341641408674316
1322,Ne dis pas aux copains,0.9091891891891892,0.5266380894060012,0.0,0.5577319587628866,0.684,0.6363636363636364,-2.3766438716465017,1.0,0.03212058212058212,0.32630522088353414,0.000215,0.0765,0.37601626016260165,0.8,0.9876237623762376,0.0287054680189075,0.4874747420076495
1323,Le soleil,0.9091891891891892,0.5266380894060012,0.0,0.5371134020618556,0.4479999999999999,0.6363636363636364,-2.3929510783798005,1.0,0.03492723492723493,0.5823293172690762,1.23e-05,0.154,0.4349593495934959,0.8,0.9876237623762376,0.0341656404271469,0.5837978999783503
1324,Paolo,0.9091891891891892,0.5266380894060012,0.0,0.5061855670103093,0.7170000000000001,0.18181818181818182,-2.4103103629668596,1.0,0.09927234927234928,0.08092369477911647,1.52e-05,0.0479,0.8069105691056911,0.8,0.9876237623762376,0.0269874976357258,0.6944053546943783
1325,Il viendra,0.9091891891891892,0.5266380894060012,0.0,0.7113402061855669,0.306,0.36363636363636365,-4.16991057338243,1.0,0.036382536382536385,0.6104417670682731,1.26e-05,0.0946,0.8109756097560975,0.8,0.9876237623762376,0.024106593454698,0.3817114093959731
1326,Sur la langue,0.9091891891891892,0.5266380894060012,0.0,0.2855670103092783,0.92,0.18181818181818182,-2.174381904260916,1.0,0.10353430353430353,0.002570281124497992,1.63e-05,0.1119999999999999,0.41361788617886175,0.8,0.9876237623762376,0.0300359039291139,0.5912625387890597
1327,Johny Mc Donald,0.9091891891891892,0.5266380894060012,0.0,0.4896907216494845,0.655,0.18181818181818182,-1.912414518674382,1.0,0.05072765072765073,0.6857429718875502,0.0,0.3720000000000001,0.7479674796747967,0.6,0.9876237623762376,0.0333175577399108,0.4740519232157032
1328,Pas d'argent dans mon dos,0.9091891891891892,0.5266380894060012,0.0,0.6989690721649484,0.371,0.5454545454545454,-3.0704892162019988,1.0,0.16112266112266113,0.8835341365461847,0.0,0.0869,0.6676829268292683,0.8,0.9876237623762376,0.020153114110401,0.435416215631089
1329,Les poissons,0.9091891891891892,0.5266380894060012,0.0,0.4082474226804124,0.631,0.8181818181818182,-2.7083114150447134,1.0,0.1081081081081081,0.12751004016064257,0.0020399999999999,0.1159999999999999,0.6443089430894309,0.8,0.9876237623762376,0.0200759706326178,0.7342317962040844
1330,"Medley: mes amis - oui, je vous aime",0.9091891891891892,0.5266380894060012,0.0,0.4185567010309279,0.6759999999999999,0.8181818181818182,-2.655970541820095,1.0,0.05197505197505198,0.05411646586345382,0.000782,0.595,0.4898373983739837,0.8,0.9876237623762376,0.0366940303007026,0.484515948618027
1331,"1, 2, 3, 4, 5.",0.9091891891891892,0.5266380894060012,0.0,0.5319587628865979,0.8959999999999999,0.8181818181818182,-1.6493950552340872,1.0,0.051143451143451146,0.21184738955823293,0.00503,0.185,0.9390243902439025,0.8,0.9876237623762376,0.0268157005974076,0.5858095186548316
1332,Gisèle,0.9091891891891892,0.5266380894060012,0.0,0.41649484536082465,0.267,0.36363636363636365,-3.28563913729616,1.0,0.040852390852390855,0.4568273092369478,0.0,0.14,0.21951219512195122,0.6,0.9876237623762376,0.0281659592428045,0.4235900627841524
1333,Marylin,0.9091891891891892,0.5266380894060012,0.0,0.4329896907216495,0.916,0.8181818181818182,-2.1788532351394,1.0,0.0393970893970894,0.0007389558232931727,0.00131,0.156,0.7926829268292683,0.8,0.9876237623762376,0.0196905836226213,0.4364806595944288
1334,C'est juste une petite voix,0.9091891891891892,0.5266380894060012,0.0,0.4773195876288659,0.132,0.0,-4.241977906365071,1.0,0.028482328482328484,0.8042168674698794,0.8029999999999999,0.113,0.30691056910569103,0.8,0.9876237623762376,0.0214262292780146,0.3526241249909793
1335,Hi Scores,0.3675675675675676,0.13533374157991426,0.0,0.4721649484536082,0.7090000000000001,0.45454545454545453,-3.772225144660705,0.0,0.04511434511434512,0.6526104417670683,0.953,0.1119999999999999,0.09989837398373984,1.0,0.9881188118811881,0.0489534008793035,0.8846702027855957
1336,Turquoise Hexagon Sun,0.3675675675675676,0.13533374157991426,0.0,0.5783505154639176,0.693,0.09090909090909091,-3.841136244082062,1.0,0.07193347193347194,0.1857429718875502,0.89,0.121,0.0491869918699187,0.8,0.9881188118811881,0.0508672859619519,0.8476537129248756
1337,Nlogax,0.3675675675675676,0.13533374157991426,0.0,0.8082474226804124,0.491,0.2727272727272727,-2.4531825355076275,0.0,0.08617463617463618,0.1184738955823293,0.907,0.0772,0.9329268292682927,0.8,0.9881188118811881,0.0682187868320873,0.4737497293786534
1338,June 9th,0.3675675675675676,0.13533374157991426,0.0,0.6618556701030928,0.931,0.09090909090909091,-2.9718569174118885,1.0,0.0656964656964657,0.3313253012048193,0.833,0.18,0.3597560975609756,0.8,0.9881188118811881,0.0524047042654396,0.5549045608717615
1339,Seeya Later,0.3675675675675676,0.13533374157991426,0.0,0.7505154639175258,0.467,0.09090909090909091,-3.6877958968963704,1.0,0.26195426195426197,0.00016365461847379516,0.903,0.0374,0.3729674796747969,0.8,0.9881188118811881,0.041568275694601,0.4240952226311612
1340,Everything You Do Is A Balloon,0.3675675675675676,0.13533374157991426,0.0,0.5567010309278351,0.385,0.6363636363636364,-3.634665965281431,0.0,0.045218295218295214,0.10542168674698794,0.916,0.1009999999999999,0.08892276422764227,0.8,0.9881188118811881,0.0698640738529037,0.4106273002814462
1341,Les baleines,0.7221621621621621,0.5266380894060012,0.0,0.565979381443299,0.835,0.36363636363636365,-2.796422935297212,1.0,0.041891891891891894,0.006556224899598293,0.00619,0.1119999999999999,0.7682926829268292,0.8,0.9866336633663366,0.0461825128785832,0.4655769647109764
1342,La pluie qui tombe,0.7221621621621621,0.5266380894060012,0.0,0.6711340206185566,0.465,0.0,-3.124145186743819,1.0,0.062162162162162166,0.0036847389558232932,0.0,0.104,0.839430894308943,0.8,0.9866336633663366,0.0320797931167203,0.5653595655625315
1343,Les îles au soleil (Ios),0.7221621621621621,0.5266380894060012,0.0,0.40618556701030917,0.366,0.8181818181818182,-3.1230931088900578,1.0,0.03253638253638254,0.14156626506024095,0.000264,0.1119999999999999,0.14126016260162602,0.8,0.9866336633663366,0.0589440594153449,0.5726843833441582
1344,Allison,0.7221621621621621,0.5266380894060012,0.0,0.4051546391752576,0.882,0.8181818181818182,-2.3111520252498687,1.0,0.04885654885654886,0.006134538152610442,5.77e-06,0.253,0.8475609756097562,0.8,0.9866336633663366,0.0323440962525945,0.7185989030814751
1345,Grande sensation,0.7221621621621621,0.5266380894060012,0.0,0.4742268041237114,0.396,1.0,-3.5291951604418723,1.0,0.04885654885654886,0.16666666666666669,0.000259,0.126,0.46646341463414626,0.8,0.9866336633663366,0.026932489545572,0.5620579851338673
1346,Wibration,0.7221621621621621,0.5266380894060012,0.0,0.2556701030927835,0.252,0.8181818181818182,-3.8958442924776433,0.0,0.041995841995842,0.14558232931726905,0.0016,0.226,0.21544715447154472,0.8,0.9866336633663366,0.0462200108859854,0.3825999494840154
1347,"Comme un ange qui pleure - Les anges, Pt. 1",0.7221621621621621,0.5266380894060012,0.0,0.2597938144329897,0.679,0.8181818181818182,-2.5702261967385587,1.0,0.03388773388773388,0.06506024096385542,4.91e-06,0.33,0.4349593495934959,0.6,0.9866336633663366,0.0388084553876955,0.3596016453777875
1348,Les bottes rouges,0.7221621621621621,0.5266380894060012,0.0,0.36391752577319586,0.385,0.8181818181818182,-3.3174644923724355,1.0,0.030561330561330563,0.2429718875502008,0.0,0.2769999999999999,0.6880081300813009,0.8,0.9866336633663366,0.031511541374591,0.7526295374179117
1349,J'y crois,0.7221621621621621,0.5266380894060012,0.0,0.44948453608247424,0.8740000000000001,0.8181818181818182,-2.791951604418727,1.0,0.036694386694386696,0.0003032128514056225,5.660000000000003e-05,0.272,0.6615853658536585,0.8,0.9866336633663366,0.0395529642835609,0.571137331312694
1350,Euroslow,0.7221621621621621,0.5266380894060012,0.0,0.32268041237113404,0.156,0.8181818181818182,-3.774855339295108,1.0,0.037214137214137216,0.43373493975903626,0.000537,0.105,0.13821138211382114,0.8,0.9866336633663366,0.0524464971987997,0.3707106516562026
1351,Le ciel est un océan,0.7221621621621621,0.5266380894060012,0.0,0.3268041237113402,0.867,0.18181818181818182,-2.5881115202524985,0.0,0.04823284823284823,0.01214859437751004,5.68e-05,0.105,0.32215447154471544,0.8,0.9866336633663366,0.0276152175834268,0.7286344446849967
1352,"Les anges - Les anges, Pt. 2",0.7221621621621621,0.5266380894060012,0.0,0.38556701030927837,0.55,0.8181818181818182,-2.7114676486059968,1.0,0.04230769230769231,0.0035441767068272088,0.0,0.0962,0.5121951219512195,0.8,0.9866336633663366,0.0350312331971346,0.4110828462149094
1353,Trop précieux - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.1690721649484535,0.882,0.36363636363636365,-1.6501841136244082,1.0,0.06746361746361747,0.04779116465863454,0.0,0.966,0.7916666666666667,0.8,0.9881188118811881,0.0294367617579792,0.8822210795987587
1354,C'est facile de se moquer - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.2309278350515463,0.873,0.36363636363636365,-1.4931614939505524,1.0,0.03887733887733888,0.00035240963855411646,3.3e-05,0.975,0.48272357723577236,0.8,0.9881188118811881,0.0291613909282904,0.6579797214404273
1355,Les poissons - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.28247422680412365,0.846,0.8181818181818182,-1.6015255128879538,1.0,0.033783783783783786,0.12751004016064257,0.0,0.868,0.8089430894308942,0.6,0.9881188118811881,0.0200386378146756,0.719072490438046
1356,Paolo - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.4020618556701031,0.85,0.09090909090909091,-1.8527091004734348,1.0,0.05914760914760915,0.04568273092369478,0.0,0.964,0.6402439024390244,0.8,0.9881188118811881,0.0287209958281401,0.7212194197878329
1357,Gisèle - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.32783505154639175,0.7240000000000001,0.09090909090909091,-2.4942135718043135,0.0,0.07463617463617464,0.7630522088353414,0.0,0.97,0.516260162601626,0.8,0.9881188118811881,0.0240515853645442,0.4804295662841885
1358,L'eternel - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.288659793814433,0.8290000000000001,0.18181818181818182,-1.6038926880589164,1.0,0.04282744282744283,0.46184738955823296,0.000112,0.767,0.19308943089430894,0.8,0.9881188118811881,0.0346017406013391,0.368216424911597
1359,Yeah Yeah - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.3020618556701031,0.958,0.8181818181818182,-1.609679116254603,1.0,0.18087318087318086,0.04106425702811245,0.175,0.467,0.33434959349593485,0.8,0.9881188118811881,0.0179879758592123,0.6762331312693945
1360,Puta - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.4979381443298969,0.955,0.8181818181818182,-1.5560231457127829,1.0,0.050519750519750516,0.011847389558232932,1.21e-05,0.405,0.6758130081300814,0.8,0.9881188118811881,0.0146027482570447,0.4886023309518654
1361,Tataratatata - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.38969072164948443,0.84,0.8181818181818182,-1.9765912677538138,1.0,0.051351351351351354,0.08092369477911647,3.2e-06,0.967,0.709349593495935,0.8,0.9881188118811881,0.0162987484420569,0.5280453922205384
1362,Les bottes rouges - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.4175257731958763,0.662,0.8181818181818182,-1.8698053655970541,1.0,0.029106029106029004,0.14759036144578314,1.18e-05,0.963,0.5325203252032521,0.8,0.9881188118811881,0.0345465673217254,0.3867179043082918
1363,Le ciel est un océan - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.17628865979381445,0.984,0.6363636363636364,-1.3613887427669649,1.0,0.046361746361746364,9.427710843373495e-05,0.922,0.917,0.375,0.8,0.9881188118811881,0.028412587106467,0.7925506963989319
1364,Comme un ange (Qui pleure) - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.24123711340206175,0.846,0.18181818181818182,-1.3832193582325092,1.0,0.035343035343035345,0.02429718875502008,0.0,0.8640000000000001,0.45934959349593496,0.8,0.9881188118811881,0.0370244092205452,0.3584920978566789
1365,Le costume violet - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.4701030927835052,0.7120000000000001,0.18181818181818182,-1.8629668595476059,1.0,0.09251559251559252,0.4427710843373494,0.0,0.972,0.26727642276422764,0.6,0.9881188118811881,0.0472441855374975,0.4874115970267734
1366,Ce soir c'est noël - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.3051546391752577,0.878,0.18181818181818182,-1.3903208837453973,1.0,0.04937629937629938,0.0857429718875502,0.0,0.728,0.7571138211382114,0.8,0.9881188118811881,0.0231992077513502,0.6374034783863751
1367,Petite fille - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.3195876288659794,0.878,0.8181818181818182,-1.8256180957390846,1.0,0.04708939708939709,0.002399598393574197,0.0,0.948,0.39227642276422764,0.8,0.9881188118811881,0.0327405509564056,0.6463339828245652
1368,Wampas - Live 96,0.9005405405405406,0.5266380894060012,0.0,0.2793814432989691,0.964,0.6363636363636364,-1.5031562335612836,1.0,0.14137214137214138,0.25,7.08e-06,0.887,0.30081300813008127,0.8,0.9881188118811881,0.0185892654933259,0.6507586418416685
